Timestamp,Name,CPU,Memory
2024-11-06 12:24:37,minikube,11.36%,60.22%
2024-11-06 12:24:37,me-load_balancer-1,0.13%,0.82%
2024-11-06 12:24:37,me-blog-1,0.00%,14.05%
2024-11-06 12:24:49,minikube,11.59%,60.22%
2024-11-06 12:24:49,me-load_balancer-1,0.19%,0.82%
2024-11-06 12:24:49,me-blog-1,0.00%,14.05%
2024-11-06 12:25:01,minikube,15.67%,60.28%
2024-11-06 12:25:01,me-load_balancer-1,0.17%,0.82%
2024-11-06 12:25:01,me-blog-1,0.00%,14.05%
2024-11-06 12:25:12,minikube,9.30%,60.37%
2024-11-06 12:25:12,me-load_balancer-1,0.17%,0.82%
2024-11-06 12:25:12,me-blog-1,0.01%,14.05%
