Timestamp,Name,CPU,Memory
2024-11-06 12:38:21,minikube,13.02%,59.90%
2024-11-06 12:38:21,me-load_balancer-1,0.16%,0.83%
2024-11-06 12:38:21,me-blog-1,0.00%,14.53%
2024-11-06 12:38:33,minikube,13.33%,59.95%
2024-11-06 12:38:33,me-load_balancer-1,0.30%,0.83%
2024-11-06 12:38:33,me-blog-1,0.00%,14.53%
2024-11-06 12:38:44,minikube,12.92%,60.06%
2024-11-06 12:38:44,me-load_balancer-1,0.21%,0.83%
2024-11-06 12:38:44,me-blog-1,0.00%,14.53%
2024-11-06 12:38:57,minikube,12.37%,60.00%
2024-11-06 12:38:57,me-load_balancer-1,0.15%,0.84%
2024-11-06 12:38:57,me-blog-1,0.00%,14.53%
2024-11-06 12:39:09,minikube,9.64%,60.09%
2024-11-06 12:39:09,me-load_balancer-1,0.26%,0.84%
2024-11-06 12:39:09,me-blog-1,0.00%,14.53%
2024-11-06 12:39:22,minikube,12.35%,60.06%
2024-11-06 12:39:22,me-load_balancer-1,0.11%,0.84%
2024-11-06 12:39:22,me-blog-1,0.00%,14.53%
2024-11-06 12:39:34,minikube,10.82%,59.86%
2024-11-06 12:39:34,me-load_balancer-1,0.14%,0.84%
2024-11-06 12:39:34,me-blog-1,0.00%,14.44%
2024-11-06 12:39:47,minikube,11.36%,59.84%
2024-11-06 12:39:47,me-load_balancer-1,0.26%,0.84%
2024-11-06 12:39:47,me-blog-1,0.00%,14.44%
2024-11-06 12:40:00,minikube,13.39%,59.87%
2024-11-06 12:40:00,me-load_balancer-1,0.20%,0.84%
2024-11-06 12:40:00,me-blog-1,0.00%,14.45%
2024-11-06 12:40:12,minikube,18.24%,59.92%
2024-11-06 12:40:12,me-load_balancer-1,0.14%,0.84%
2024-11-06 12:40:12,me-blog-1,0.01%,14.45%
2024-11-06 12:40:25,minikube,13.82%,59.82%
2024-11-06 12:40:25,me-load_balancer-1,0.17%,0.84%
2024-11-06 12:40:25,me-blog-1,0.00%,14.45%
2024-11-06 12:40:37,minikube,12.16%,59.80%
2024-11-06 12:40:37,me-load_balancer-1,0.33%,0.84%
2024-11-06 12:40:37,me-blog-1,0.01%,14.45%
2024-11-06 12:40:50,minikube,9.39%,59.89%
2024-11-06 12:40:50,me-load_balancer-1,0.16%,0.84%
2024-11-06 12:40:50,me-blog-1,0.00%,14.45%
2024-11-06 12:41:02,minikube,17.63%,59.83%
2024-11-06 12:41:02,me-load_balancer-1,0.15%,0.84%
2024-11-06 12:41:02,me-blog-1,0.00%,14.45%
2024-11-06 12:41:15,minikube,13.87%,60.07%
2024-11-06 12:41:15,me-load_balancer-1,0.13%,0.84%
2024-11-06 12:41:15,me-blog-1,0.01%,14.45%
2024-11-06 12:41:27,minikube,8.70%,60.09%
2024-11-06 12:41:27,me-load_balancer-1,0.19%,0.84%
2024-11-06 12:41:27,me-blog-1,0.00%,14.45%
2024-11-06 12:41:40,minikube,7.44%,60.23%
2024-11-06 12:41:40,me-load_balancer-1,0.11%,0.84%
2024-11-06 12:41:40,me-blog-1,0.00%,14.47%
2024-11-06 12:41:52,minikube,13.52%,60.20%
2024-11-06 12:41:52,me-load_balancer-1,0.21%,0.84%
2024-11-06 12:41:52,me-blog-1,0.00%,14.47%
2024-11-06 12:42:05,minikube,15.23%,60.20%
2024-11-06 12:42:05,me-load_balancer-1,0.12%,0.84%
2024-11-06 12:42:05,me-blog-1,0.00%,14.47%
2024-11-06 12:42:17,minikube,11.61%,60.22%
2024-11-06 12:42:17,me-load_balancer-1,0.17%,0.84%
2024-11-06 12:42:17,me-blog-1,0.00%,14.47%
2024-11-06 12:42:30,minikube,14.74%,60.21%
2024-11-06 12:42:30,me-load_balancer-1,0.13%,0.84%
2024-11-06 12:42:30,me-blog-1,0.00%,14.47%
2024-11-06 12:42:43,minikube,18.55%,60.21%
2024-11-06 12:42:43,me-load_balancer-1,0.27%,0.84%
2024-11-06 12:42:43,me-blog-1,0.00%,14.46%
2024-11-06 12:42:55,minikube,19.04%,60.11%
2024-11-06 12:42:55,me-load_balancer-1,0.14%,0.84%
2024-11-06 12:42:55,me-blog-1,0.00%,14.46%
2024-11-06 12:43:08,minikube,11.07%,60.19%
2024-11-06 12:43:08,me-load_balancer-1,0.15%,0.85%
2024-11-06 12:43:08,me-blog-1,0.00%,14.46%
2024-11-06 12:43:20,minikube,14.75%,60.17%
2024-11-06 12:43:20,me-load_balancer-1,0.17%,0.85%
2024-11-06 12:43:20,me-blog-1,0.00%,14.46%
2024-11-06 12:43:33,minikube,18.08%,60.18%
2024-11-06 12:43:33,me-load_balancer-1,0.15%,0.85%
2024-11-06 12:43:33,me-blog-1,0.01%,14.46%
