Timestamp,Name,CPU,Memory
2024-11-06 12:24:24,minikube,12.75%,60.23%
2024-11-06 12:24:24,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:24:24,me-blog-1,0.00%,14.05%
2024-11-06 12:24:36,minikube,10.38%,60.22%
2024-11-06 12:24:36,me-load_balancer-1,0.15%,0.82%
2024-11-06 12:24:36,me-blog-1,0.00%,14.05%
2024-11-06 12:24:48,minikube,11.00%,60.23%
2024-11-06 12:24:48,me-load_balancer-1,0.20%,0.82%
2024-11-06 12:24:48,me-blog-1,0.00%,14.05%
2024-11-06 12:25:00,minikube,10.81%,60.23%
2024-11-06 12:25:00,me-load_balancer-1,0.14%,0.82%
2024-11-06 12:25:00,me-blog-1,0.00%,14.05%
2024-11-06 12:25:11,minikube,15.69%,60.37%
2024-11-06 12:25:11,me-load_balancer-1,0.21%,0.82%
2024-11-06 12:25:11,me-blog-1,0.01%,14.05%
